Financial_Year,Date_of_Fund_Release,State,District,Department,Scheme_Name,Fund_Source,Implementing_Agency,Sanctioned_Amount_Lakhs,Fund_Released_Lakhs,Fund_Utilized_Lakhs,Utilization_Percent,Physical_Target_Units,Physical_Achievement_Units,Physical_Achievement_Percent,Beneficiaries_Target,Beneficiaries_Covered,Beneficiary_Coverage_Percent,Status
2023-24,2022-05-04,Maharashtra,Nagpur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),State Nodal Agency,392.35,334.69,231.34,69.12,260,226.0,86.92307692307692,698,619.0,88.68194842406876,Delayed
2023-24,2022-03-17,Karnataka,Mysuru,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),Gram Panchayat,734.02,474.26,288.4,60.81,172,1.0,0.5813953488372093,568,3.0,0.528169014084507,Ongoing
2024-25,2022-08-24,Kerala,Thiruvananthapuram,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),State Nodal Agency,578.51,432.1,174.44,81.965,93,92.0,98.9247311827957,4270,3893.0,91.17096018735363,Completed
2024-25,2024-09-20,Rajasthan,Udaipur,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,648.59,511.48,198.86,38.88,77,36.0,46.75324675324675,3799,1769.0,46.56488549618321,Ongoing
2023-24,2021-08-06,Maharashtra,Nagpur,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,434.27,302.42,96.15,31.79,270,70.0,25.925925925925924,1255,310.0,24.701195219123505,Delayed
2024-25,2023-01-03,West Bengal,Durgapur,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),NGO / Partner Organisation,459.33,412.9,367.73,89.06,224,152.0,67.85714285714286,932,571.0,61.26609442060086,Ongoing
2023-24,2022-07-24,Karnataka,Mangaluru ,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),State Nodal Agency,649.36,414.58,0.0,0.0,176,0.0,0.0,1655,0.0,0.0,Not Started
2021-22,2022-06-16,Uttar Pradesh,Meerut,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Gram Panchayat,599.65,342.24,310.74,90.8,7,5.0,71.42857142857143,1094,748.0,68.37294332723948,Completed
2022-23,2023-10-19,Madhya Pradesh,ujjain,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),State Nodal Agency,120.95,117.15,111.66,95.31,384,382.0,99.47916666666666,3813,3816.0,100.0786782061369,Completed
2022-23,2023-07-01,Rajasthan,Jaipur,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,State Nodal Agency,557.64,525.34,413.81,78.77,245,24.0,9.795918367346939,3598,341.0,9.477487493051695,Ongoing
2023-24,2022-07-17,Maharashtra,Nagpur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,218.11,143.98,130.21,90.44,495,384.0,77.57575757575758,3037,2373.0,78.13631873559433,Ongoing
2022-23,2023-12-02,Rajasthan,Udaipur,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,601.05,437.38,227.58,52.03,352,44.0,12.5,4712,593.0,12.584889643463498,Delayed
2024-25,2021-05-02,Karnataka,Belagavi,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Gram Panchayat,648.98,457.38,412.37,90.16,481,479.0,99.58419958419958,4004,3604.0,90.00999000999002,Completed
2023-24,2025-02-10,Madhya Pradesh,Indore,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),NGO / Partner Organisation,250.95,205.81,185.89,90.32,218,129.0,59.174311926605505,4745,4633.0,97.63962065331928,Completed
2021-22,2022-09-16,Karnataka,Mangaluru,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,318.8,167.06,149.56,89.52,409,409.0,100.0,3846,3848.0,100.0520020800832,Completed
2021-22,2025-01-01,Bihar,Darbhanga ,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),NGO / Partner Organisation,451.53,350.25,310.49,88.65,447,287.0,64.20581655480984,2581,1677.0,64.97481596280511,Delayed
2023-24,2023-04-06,Tamil Nadu,Coimbatore ,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),State Nodal Agency,469.26,429.31,181.83,42.35,163,118.0,72.39263803680981,949,692.0,72.91886195995785,Delayed
2023-24,2025-02-03,Kerala,kozhikode,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),Urban Local Body (ULB),595.33,492.16,431.74,87.72,354,353.0,99.71751412429379,2003,2005.0,100.09985022466302,Completed
2023-24,2022-06-20,Gujarat, Bhavnagar,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Gram Panchayat,463.03,451.68,403.45,89.32,323,310.0,95.97523219814241,538,526.0,97.76951672862454,Ongoing
2024-25,2024-10-29,West Bengal,Kolkata,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,676.72,570.45,349.94,61.34,342,86.0,25.146198830409354,4747,1111.0,23.404255319148938,Ongoing
2022-23,2022-06-08,Uttar Pradesh, Kanpur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),Urban Local Body (ULB),270.71,252.95,243.42,96.23,395,393.0,99.49367088607595,1507,1452.0,96.35036496350365,Completed
2023-24,2021-09-16,Gujarat,Ahmedabad,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),State Nodal Agency,655.54,378.38,248.34,65.63,482,118.0,24.481327800829874,4849,1144.0,23.59249329758713,Delayed
2024-25,2022-01-20,Uttar Pradesh,Varanasi,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),State Nodal Agency,503.18,401.51,174.0,43.34,13,8.0,61.53846153846154,2453,1415.0,57.68446799836935,Delayed
2021-22,2025-03-04,Gujarat, Rajkot,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),State Nodal Agency,631.35,576.26,174.44,81.965,423,421.0,99.52718676122932,1499,1362.0,90.86057371581055,Ongoing
2023-24,2021-09-23,Karnataka,Hubballi,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),Gram Panchayat,632.63,480.39,0.0,0.0,442,0.0,0.0,850,0.0,0.0,Not Started
2021-22,2024-07-02,Karnataka,belagavi,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,665.11,547.0,195.32,35.71,437,302.0,69.10755148741418,3273,2176.0,66.48334860983806,Delayed
2021-22,2025-03-07,Kerala,Thiruvananthapuram,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),State Nodal Agency,160.94,124.12,0.0,0.0,37,0.0,0.0,517,0.0,0.0,Not Started
2021-22,2022-11-04,Uttar Pradesh,Varanasi,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),State Nodal Agency,175.73,130.95,117.51,89.74,133,131.0,98.49624060150376,3288,2953.0,89.81143552311435,Completed
2022-23,2022-01-05,Karnataka,Belagavi,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),State Nodal Agency,253.73,143.95,143.04,99.37,470,468.0,99.57446808510639,879,862.0,98.06598407281001,Completed
2022-23,2024-01-15,Bihar,Darbhanga,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Gram Panchayat,765.2,545.06,0.0,0.0,433,0.0,0.0,4841,0.0,0.0,Not Started
2024-25,2023-04-05,Kerala,Thrissur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,93.77,59.51,50.76,85.3,482,481.0,99.79253112033194,890,849.0,95.39325842696628,Completed
2022-23,2024-12-14,West Bengal,asansol,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),NGO / Partner Organisation,451.73,309.0,173.03,56.0,267,57.0,21.34831460674157,102,1202.0,1178.4313725490197,Delayed
2022-23,2024-02-19,Karnataka,Hubballi,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Urban Local Body (ULB),603.97,563.63,231.61,41.09,456,185.0,40.57017543859649,4657,1803.0,38.71591153102856,Ongoing
2021-22,2024-01-20,West Bengal,Durgapur,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),State Nodal Agency,22.29,19.39,13.91,71.74,495,224.0,45.25252525252525,2057,892.0,43.364122508507535,Ongoing
2023-24,2022-10-01,Gujarat,Bhavnagar,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Gram Panchayat,557.0,392.95,342.08,87.05,78,76.0,97.43589743589743,1768,1595.0,90.21493212669684,Completed
2023-24,2023-03-06,Bihar,Patna,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Gram Panchayat,205.42,186.0,168.73,90.72,330,138.0,41.81818181818181,2127,812.0,38.1758345086977,Ongoing
2022-23,2024-10-04,Gujarat,Ahmedabad,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,State Nodal Agency,322.79,294.07,107.74,36.64,333,331.0,99.3993993993994,3207,3184.0,99.28281883380106,Delayed
2024-25,2023-06-07,Rajasthan,Jodhpur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Gram Panchayat,498.61,260.55,219.92,84.41,465,356.0,76.55913978494624,4626,3624.0,78.33981841763944,Delayed
2024-25,2024-06-29,Karnataka,Mangaluru,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Gram Panchayat,199.49,152.07,117.99,77.59,15,4.0,26.666666666666668,528,138.0,26.136363636363637,Ongoing
2023-24,2024-11-21,West Bengal,Durgapur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),Gram Panchayat,121.29,78.12,67.76,86.74,430,185.0,43.02325581395349,3696,1556.0,42.099567099567096,Ongoing
2021-22,2023-09-17,Karnataka,Hubballi ,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Urban Local Body (ULB),635.66,565.34,558.05,98.71,475,475.0,100.0,3917,3691.0,94.23027827418943,Completed
2022-23,2024-02-14,Maharashtra,Pune,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),NGO / Partner Organisation,261.97,179.77,177.42,98.69,93,93.0,100.0,2399,2363.0,98.49937473947477,Completed
2022-23,2022-04-10,Gujarat, Bhavnagar,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),State Nodal Agency,144.08,95.9,56.55,58.97,203,86.0,42.364532019704434,1142,457.0,40.01751313485114,Ongoing
2023-24,2023-08-17,Maharashtra,Kolhapur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,189.96,175.8,98.02,55.76,170,74.0,43.529411764705884,4064,1788.0,43.996062992125985,Delayed
2024-25,2021-12-30,Gujarat,Surat,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),State Nodal Agency,188.77,156.08,137.3,87.97,95,38.0,40.0,2548,959.0,37.637362637362635,Ongoing
2022-23,2022-06-29,Kerala,Kollam,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,625.06,425.45,218.62,51.39,448,260.0,58.03571428571429,2452,1425.0,58.11582381729201,Delayed
2024-25,2025-03-25,Maharashtra,Nagpur ,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Gram Panchayat,519.16,289.27,289.17,99.97,314,313.0,99.68152866242038,2305,2124.0,92.14750542299349,Completed
2021-22,2022-03-04,Bihar,Muzaffarpur,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,231.99,169.84,91.49,53.87,328,241.0,73.47560975609755,954,634.0,66.45702306079664,Delayed
2021-22,2022-04-28,Kerala,Kollam,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),Gram Panchayat,759.18,541.74,338.29,62.45,96,61.0,63.541666666666664,1150,763.0,66.34782608695652,Ongoing
2024-25,2024-08-28,West Bengal,Howrah,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,State Nodal Agency,743.22,573.01,174.44,81.965,236,234.0,99.15254237288136,3122,2796.0,89.55797565663036,Completed
2024-25,2024-02-12,Rajasthan,Ajmer,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),Gram Panchayat,686.33,513.91,468.22,91.11,471,471.0,100.0,2143,2091.0,97.57349510032665,Completed
2021-22,2024-10-04,Tamil Nadu,Coimbatore,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Urban Local Body (ULB),213.36,154.35,92.9,60.19,154,129.0,83.76623376623377,3326,2558.0,76.90920024052916,Ongoing
2022-23,2022-09-17,Uttar Pradesh,Varanasi,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,528.13,375.26,0.0,0.0,86,0.0,0.0,423,0.0,0.0,Not Started
2023-24,2024-08-17,Uttar Pradesh,Kanpur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),Urban Local Body (ULB),523.37,449.88,174.95,38.89,60,1.0,1.6666666666666667,2619,44.0,1.6800305460099276,Delayed
2024-25,2024-07-16,Maharashtra,Nashik,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,332.63,192.35,189.62,98.58,232,124.0,53.44827586206896,4924,2430.0,49.350121852152725,Delayed
2023-24,2023-02-28,Maharashtra,Kolhapur,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,402.66,368.7,120.46,32.67,290,68.0,23.448275862068964,461,111.0,24.07809110629067,Delayed
2024-25,2022-01-02,Kerala,Thiruvananthapuram,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),State Nodal Agency,566.11,338.76,121.33,35.82,226,13.0,5.752212389380531,1568,83.0,5.293367346938775,Ongoing
2022-23,2021-11-03,Karnataka,Mangaluru,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),State Nodal Agency,653.75,565.62,517.63,91.52,333,332.0,99.69969969969969,3496,3500.0,100.11441647597255,Completed
2024-25,2021-08-27,Rajasthan,Jodhpur ,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),NGO / Partner Organisation,661.61,609.72,522.88,85.76,256,129.0,50.390625,1067,159.0,14.901593252108716,Ongoing
2023-24,2024-09-07,Tamil Nadu,salem,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),NGO / Partner Organisation,620.35,424.89,0.0,0.0,179,0.0,0.0,1801,0.0,0.0,Not Started
2023-24,2023-03-16,Rajasthan,udaipur,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),Gram Panchayat,573.43,418.41,202.9,48.49,250,227.0,90.8,3210,2946.0,91.77570093457945,Delayed
2022-23,2023-05-05,Uttar Pradesh,Varanasi,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),State Nodal Agency,575.92,433.76,431.5,99.48,165,165.0,100.0,4560,4320.0,94.73684210526315,Completed
2024-25,2022-11-12,Kerala,Thrissur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Gram Panchayat,729.77,417.62,363.6,87.06,154,143.0,92.85714285714286,3909,3311.0,84.70196981325148,Delayed
2024-25,2021-10-13,Madhya Pradesh,Bhopal,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),Gram Panchayat,277.66,196.29,174.66,88.98,84,83.0,98.80952380952381,3020,2822.0,93.44370860927152,Completed
2022-23,2023-12-04,Rajasthan,Jaipur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),State Nodal Agency,788.46,766.71,555.03,72.39,412,228.0,55.33980582524271,2496,1420.0,56.891025641025635,Ongoing
2024-25,2022-03-27,Rajasthan,Jodhpur,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),State Nodal Agency,135.25,133.36,109.61,82.19,210,6.0,2.857142857142857,3763,102.0,2.710603242094074,Ongoing
2021-22,2022-01-14,Bihar,Darbhanga,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Urban Local Body (ULB),642.5,496.1,294.13,59.29,366,42.0,11.475409836065573,2962,349.0,11.782579338284943,Ongoing
2023-24,2022-01-22,Maharashtra,Aurangabad,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),NGO / Partner Organisation,555.76,486.45,464.21,95.43,104,104.0,100.0,1118,1122.0,100.3577817531306,Completed
2022-23,2021-08-17,Gujarat,Rajkot,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),NGO / Partner Organisation,704.17,574.43,0.0,0.0,474,0.0,0.0,4120,0.0,0.0,Not Started
2021-22,2022-10-19,Bihar,Muzaffarpur,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),Gram Panchayat,53.01,47.98,44.23,92.18,49,48.0,97.95918367346938,3684,3557.0,96.55266015200868,Completed
2022-23,2023-12-10,West Bengal, Howrah,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Gram Panchayat,153.5,114.92,92.16,80.19,268,116.0,43.28358208955223,4997,1202.0,24.054432659595758,Delayed
2024-25,2022-03-23,Madhya Pradesh,Indore,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Gram Panchayat,202.55,179.25,136.29,76.03,251,116.0,46.21513944223107,3794,1709.0,45.04480759093305,Ongoing
2021-22,2022-02-05,Maharashtra,pune,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,445.55,325.56,292.57,89.87,25,13.0,52.0,2874,1373.0,47.773138482950586,Ongoing
2021-22,2023-12-16,Rajasthan,Jaipur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),Urban Local Body (ULB),87.56,52.76,0.0,0.0,184,0.0,0.0,3613,0.0,0.0,Not Started
2021-22,2024-06-10,Madhya Pradesh,Jabalpur,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Gram Panchayat,370.23,327.58,257.99,78.76,307,67.0,21.824104234527688,3775,792.0,20.980132450331126,Ongoing
2023-24,2023-03-31,Madhya Pradesh, Bhopal,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),Gram Panchayat,448.94,345.06,295.46,85.63,437,435.0,99.54233409610984,2008,2020.0,100.59760956175299,Completed
2022-23,2022-11-16,Bihar,Darbhanga,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),Urban Local Body (ULB),795.72,519.65,363.0,69.85,6,3.0,50.0,4918,2303.0,46.827978853192356,Ongoing
2023-24,2022-12-14,Uttar Pradesh,Agra,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),State Nodal Agency,322.24,225.07,208.38,92.58,140,77.0,55.00000000000001,2046,1015.0,49.608993157380255,Ongoing
2021-22,2021-11-18,Madhya Pradesh,Indore,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),Gram Panchayat,771.05,490.93,418.69,85.29,109,107.0,98.1651376146789,1575,1496.0,94.98412698412699,Completed
2021-22,2025-03-25,Maharashtra,nagpur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,503.88,467.57,429.45,91.85,396,394.0,99.4949494949495,1218,1226.0,100.6568144499179,Completed
2022-23,2024-09-01,West Bengal,Siliguri,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),Gram Panchayat,680.21,470.5,317.8,67.55,172,69.0,40.116279069767444,4944,2032.0,41.10032362459547,Ongoing
2023-24,2025-03-17,Uttar Pradesh, Lucknow,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Gram Panchayat,283.21,201.38,0.0,0.0,160,0.0,0.0,3948,1202.0,30.445795339412363,Not Started
2024-25,2024-12-01,Maharashtra,Nagpur,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),Gram Panchayat,76.93,45.96,40.25,87.58,410,408.0,99.51219512195122,1327,1201.0,90.50489826676714,Completed
2024-25,2024-09-28,Kerala,Kollam,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Urban Local Body (ULB),442.57,390.35,0.0,0.0,456,0.0,0.0,2062,0.0,0.0,Not Started
